127.0.0.1 - - [03/Jun/2013:09:42:24 +0800] "GET / HTTP/1.1" 404 492
127.0.0.1 - - [03/Jun/2013:09:42:29 +0800] "GET /sysadm HTTP/1.1" 302 -
127.0.0.1 - - [03/Jun/2013:09:42:29 +0800] "GET /sysadm/ HTTP/1.1" 200 6184
127.0.0.1 - - [03/Jun/2013:09:42:29 +0800] "GET /js/jquery-1.4.4.min.js HTTP/1.1" 200 78768
127.0.0.1 - - [03/Jun/2013:09:42:30 +0800] "GET /sysadm/images/dl.gif HTTP/1.1" 200 984
127.0.0.1 - - [03/Jun/2013:09:42:30 +0800] "GET /sysadm/images/login_07.gif HTTP/1.1" 200 2442
127.0.0.1 - - [03/Jun/2013:09:42:30 +0800] "GET /sysadm/images/login_03.gif HTTP/1.1" 200 5213
127.0.0.1 - - [03/Jun/2013:09:42:30 +0800] "GET /sysadm/images/login_08.gif HTTP/1.1" 200 4681
127.0.0.1 - - [03/Jun/2013:09:42:30 +0800] "GET /sysadm/images/login_04.gif HTTP/1.1" 200 19744
127.0.0.1 - - [03/Jun/2013:09:42:30 +0800] "GET /sysadm/images/login_09.gif HTTP/1.1" 200 22309
127.0.0.1 - - [03/Jun/2013:09:42:30 +0800] "GET /sysadm/images/login_06.gif HTTP/1.1" 200 14512
127.0.0.1 - - [03/Jun/2013:09:42:31 +0800] "GET /identifyCode.do HTTP/1.1" 200 1370
127.0.0.1 - - [03/Jun/2013:09:42:31 +0800] "GET /favicon.ico HTTP/1.1" 404 492
127.0.0.1 - - [03/Jun/2013:09:42:36 +0800] "GET /sysadm/index,jsp HTTP/1.1" 200 6184
127.0.0.1 - - [03/Jun/2013:09:42:36 +0800] "GET /identifyCode.do HTTP/1.1" 200 1388
127.0.0.1 - - [03/Jun/2013:09:42:36 +0800] "GET /favicon.ico HTTP/1.1" 404 492
127.0.0.1 - - [03/Jun/2013:09:42:42 +0800] "GET /sysadm/index.jsp HTTP/1.1" 200 6184
127.0.0.1 - - [03/Jun/2013:09:42:42 +0800] "GET /identifyCode.do HTTP/1.1" 200 1387
127.0.0.1 - - [03/Jun/2013:09:42:54 +0800] "GET /sysadm/index.jsp HTTP/1.1" 200 6184
127.0.0.1 - - [03/Jun/2013:09:42:54 +0800] "GET /identifyCode.do HTTP/1.1" 200 1417
127.0.0.1 - - [03/Jun/2013:09:43:09 +0800] "POST /sysadm/login.do HTTP/1.1" 200 7
127.0.0.1 - - [03/Jun/2013:09:43:09 +0800] "GET /sysadm/index.jsp HTTP/1.1" 200 930
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/bottom.jsp HTTP/1.1" 200 1197
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/main_47.gif HTTP/1.1" 200 309
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/right.jsp HTTP/1.1" 200 4440
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/book1.gif HTTP/1.1" 200 407
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/file_dir.gif HTTP/1.1" 200 272
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/part-index.gif HTTP/1.1" 200 587
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/manage1.gif HTTP/1.1" 200 578
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/addnews.gif HTTP/1.1" 200 255
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/menuarrow.gif HTTP/1.1" 200 411
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/css/main.css HTTP/1.1" 200 1168
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/css/base.css HTTP/1.1" 200 5082
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/qc.gif HTTP/1.1" 200 2050
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/sp_bg.gif HTTP/1.1" 200 705
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/images/wbg.gif HTTP/1.1" 200 311
127.0.0.1 - - [03/Jun/2013:09:43:10 +0800] "GET /sysadm/top.jsp HTTP/1.1" 200 5679
